DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0065003,BP,e,protein-containing complex assembly,63/178,112/939,1.44e-21,5,63,8.15e-19,"ACOT13, ASF1A, GMNN, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KCNQ5, NDUFAF4, TRIM27, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043933,BP,e,protein-containing complex organization,63/178,119/939,1.24e-19,4,63,6.44e-17,"ACOT13, ASF1A, GMNN, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KCNQ5, NDUFAF4, TRIM27, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0022607,BP,e,cellular component assembly   ,69/178,140/939,2.28e-19,4,69,1.09e-16,"ACOT13, ASF1A, DST, FGD2, GMNN, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KCNQ5, KIAA1009, LRRC16A, MYO6, NDUFAF4, RSPH4A, TRIM27, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0016043,BP,e,cellular component organization,79/178,233/939,1.66e-10,3,79,5.74e-08,"ACOT13, ASF1A, BLOC1S5, COL12A1, DOPEY1, DST, FGD2, GCLC, GMNN, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, KCNQ5, KIAA1009, KIF13A, LRRC16A, MYO6, NDUFAF4, PHIP, RSPH4A, TMEM30A, TRIM27, TSPYL1, TSPYL4, TTK"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0071840,BP,e,cellular component organization or biogenesis,79/178,235/939,3.49e-10,2,79,1.14e-07,"ACOT13, ASF1A, BLOC1S5, COL12A1, DOPEY1, DST, FGD2, GCLC, GMNN, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, KCNQ5, KIAA1009, KIF13A, LRRC16A, MYO6, NDUFAF4, PHIP, RSPH4A, TMEM30A, TRIM27, TSPYL1, TSPYL4, TTK"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0045652,BP,e,regulation of megakaryocyte differentiation,11/178,11/939,8.79e-09,8,11,1.95e-06,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0032200,BP,e,telomere organization         ,11/178,11/939,8.79e-09,6,11,1.95e-06,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0000723,BP,e,telomere maintenance          ,11/178,11/939,8.79e-09,7,11,1.95e-06,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0045653,BP,e,negative regulation of megakaryocyte differentiation,11/178,11/939,8.79e-09,9,11,1.95e-06,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0045638,BP,e,negative regulation of myeloid cell differentiation,11/178,12/939,8.81e-08,8,11,1.66e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0034080,BP,e,CENP-A containing chromatin assembly,11/178,13/939,4.78e-07,7,11,8.49e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0031055,BP,e,chromatin remodeling at centromere,11/178,13/939,4.78e-07,6,11,8.49e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0048017,BP,e,inositol lipid-mediated signaling,11/178,15/939,5.84e-06,6,11,0.00093,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0048015,BP,e,phosphatidylinositol-mediated signaling,11/178,15/939,5.84e-06,7,11,0.00093,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0045637,BP,e,regulation of myeloid cell differentiation,12/178,20/939,4.7e-05,7,12,0.00636,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HSPA1A"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0051276,BP,e,chromosome organization       ,11/178,18/939,7.93e-05,5,11,0.0103,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0044815,CC,e,DNA packaging complex         ,54/178,57/939,1.1e-38,2,54,1.71e-35,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0032993,CC,e,protein-DNA complex           ,54/178,57/939,1.1e-38,2,54,1.71e-35,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0000786,CC,e,nucleosome                    ,54/178,57/939,1.1e-38,3,54,1.71e-35,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005634,CC,e,nucleus                       ,98/178,311/939,2.73e-11,5,98,1e-08,"ABT1, AKIRIN2, ASF1A, BACH2, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, FGD2, GMNN, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, IBTK, IRF4, KDM1B, KIAA1009, KPNA5, LRRC16A, LSM2, MARCKS, MCM9, MYO6, NCOA7, NHLRC1, NQO2, PAK1IP1, PHF3, PHIP, PIM1, PNRC1, PPIL4, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SOX4, SUMO4, SYNCRIP, TDP2, TRIM27, TSPYL1, TSPYL4, UFL1, ZC3H12D, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043227,CC,e,membrane-bounded organelle    ,126/178,470/939,7.76e-10,3,126,2.3e-07,"ABT1, ACOT13, AKIRIN2, ASF1A, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COL12A1, COX7A2, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EFHC1, ELOVL5, FGD2, GMNN, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, HSPA1L, IBTK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, LCA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM9, MTO1, MYO6, NCOA7, NDUFAF4, NHLRC1, NQO2, NT5E, PAK1IP1, PHF3, PHIP, PIM1, PNRC1, PPIL4, PRSS16, PRSS35, PTP4A1, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SLC17A5, SOX4, SUMO4, SYNCRIP, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, UFL1, UST, ZC3H12D, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043231,CC,e,intracellular membrane-bounded organelle,122/178,458/939,4.11e-09,4,122,1.11e-06,"ABT1, ACOT13, AKIRIN2, ASF1A, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COX7A2, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, ELOVL5, FGD2, GMNN, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, HSPA1L, IBTK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM9, MTO1, MYO6, NCOA7, NDUFAF4, NHLRC1, NQO2, PAK1IP1, PHF3, PHIP, PIM1, PNRC1, PPIL4, PRSS16, PRSS35, PTP4A1, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SLC17A5, SOX4, SUMO4, SYNCRIP, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, UFL1, UST, ZC3H12D, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043226,CC,e,organelle                     ,128/178,492/939,6.19e-09,2,128,1.6e-06,"ABT1, ACOT13, AKIRIN2, ASF1A, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COL12A1, COX7A2, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EFHC1, ELOVL5, FGD2, GMNN, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, HSPA1L, IBTK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, LCA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM9, MTO1, MYLIP, MYO6, NCOA7, NDUFAF4, NHLRC1, NQO2, NT5E, PAK1IP1, PHF3, PHIP, PIM1, PNRC1, PPIL4, PRSS16, PRSS35, PTP4A1, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SLC17A5, SOX4, SUMO4, SYNCRIP, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, TTK, UFL1, UST, ZC3H12D, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0032991,CC,e,protein-containing complex    ,77/178,245/939,2.62e-08,1,77,5.61e-06,"ABT1, AKIRIN2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, COL12A1, E2F3, EEF1A1, GCLC, GTF3C6, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HSPA1A, HSPA1L, IRF4, KCNQ5, KIF13A, LSM2, MCM9, MYO6, RSPH4A, STX7, SYNCRIP"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0043229,CC,e,intracellular organelle       ,124/178,483/939,5.13e-08,3,124,1.03e-05,"ABT1, ACOT13, AKIRIN2, ASF1A, BACH2, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, CDKAL1, COX7A2, CYB5R4, DSE, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, ELOVL5, FGD2, GMNN, HDAC2, HDDC2, HEY2, HFE, HINT3, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, HMGN4, HSPA1A, HSPA1L, IBTK, IRF4, KDM1B, KIAA0319, KIAA1009, KPNA5, LRRC16A, LSM2, LYRM2, MARCKS, MCM9, MTO1, MYLIP, MYO6, NCOA7, NDUFAF4, NHLRC1, NQO2, PAK1IP1, PHF3, PHIP, PIM1, PNRC1, PPIL4, PRSS16, PRSS35, PTP4A1, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SLC17A5, SOX4, SUMO4, SYNCRIP, TDP2, TMEM30A, TRAPPC3L, TRIM27, TSPYL1, TSPYL4, TTK, UFL1, UST, ZC3H12D, ZNF184, ZNF292, ZNF451, ZSCAN16"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0015629,CC,e,actin cytoskeleton            ,14/178,18/939,7.49e-08,6,14,1.46e-05,"DST, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, MARCKS"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005654,CC,e,nucleoplasm                   ,31/178,73/939,1.2e-06,2,31,0.000202,"E2F3, GMNN, HDAC2, HEY2, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KPNA5, LSM2, MYO6, RNGTT, SYNCRIP, TRIM27"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005622,CC,e,intracellular anatomical structure,32/178,87/939,3.9e-05,2,32,0.00538,"C6orf62, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HSPA1A, MYLIP, NCOA7, TRIM27, ZNF184"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005856,CC,e,cytoskeleton                  ,17/178,36/939,7.67e-05,5,17,0.0102,"DST, FGD2, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, MARCKS, MYLIP, RSPH4A"
Randomized blood cell pcHi-C,bases deg15 vs Links w/ 2+ tissue,chr6,GO:0005730,CC,e,nucleolus                     ,17/178,38/939,0.000179,5,17,0.0218,"ABT1, HINT3, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, RPF2, RSPH4A, TDP2"
