DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0065004,BP,e,protein-DNA complex assembly  ,58/248,62/953,1.12e-31,6,58,1.75e-28,"ASF1A, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006334,BP,e,nucleosome assembly           ,57/248,61/953,4.91e-31,7,57,6.12e-28,"ASF1A, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0071824,BP,e,protein-DNA complex subunit organization,58/248,63/953,1.12e-30,5,58,1.16e-27,"ASF1A, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0034728,BP,e,nucleosome organization       ,57/248,62/953,4.8e-30,6,57,4.28e-27,"ASF1A, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006338,BP,e,chromatin remodeling          ,58/248,69/953,7.04e-26,5,58,5.48e-23,"ASF1A, HDAC2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, SHPRH, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006325,BP,e,chromatin organization        ,59/248,77/953,2.58e-22,4,59,1.79e-19,"ASF1A, HDAC2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, SHPRH, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0065003,BP,e,protein-containing complex assembly,71/248,112/953,4.32e-19,5,71,2.69e-16,"ACOT13, ASF1A, GMNN, GOPC, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KCNQ5, MDN1, ME1, NDUFAF4, NUP153, SHPRH, SOD2, SRSF12, TCP1, TRIM27, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0043933,BP,e,protein-containing complex organization,72/248,119/953,1.15e-17,4,72,6.5e-15,"ACOT13, ASF1A, GMNN, GOPC, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KCNQ5, MDN1, ME1, NDUFAF4, NUP153, RPS12, SHPRH, SOD2, SRSF12, TCP1, TRIM27, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0022607,BP,e,cellular component assembly   ,79/248,140/953,8.25e-17,4,79,3.96e-14,"ACOT13, ASF1A, DST, EHMT2, FGD2, GMNN, GOPC, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KCNQ5, KIAA1009, LRRC16A, MDN1, ME1, MYO6, NDUFAF4, NUP153, PTPRK, RSPH4A, SHPRH, SOD2, SRSF12, TCP1, TRIM27, TSPYL1, TSPYL4"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0016043,BP,e,cellular component organization,98/248,234/953,7.39e-10,3,98,2.19e-07,"ACOT13, ASF1A, ATP6V1G2, BLOC1S5, COL10A1, COL12A1, COL19A1, DOPEY1, DST, EHMT2, FGD2, FYN, GCLC, GMNN, GOPC, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, KATNA1, KCNQ5, KIAA1009, KIF13A, LATS1, LRRC16A, MDN1, ME1, MYO6, NDUFAF4, NUP153, PHIP, PTPRK, RPS12, RSPH4A, SHPRH, SOD2, SRSF12, SYNE1, TCP1, TMEM30A, TRIM27, TSPYL1, TSPYL4, TTK, ZKSCAN3"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0071840,BP,e,cellular component organization or biogenesis,98/248,236/953,1.42e-09,2,98,4.03e-07,"ACOT13, ASF1A, ATP6V1G2, BLOC1S5, COL10A1, COL12A1, COL19A1, DOPEY1, DST, EHMT2, FGD2, FYN, GCLC, GMNN, GOPC, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HMGN3, KATNA1, KCNQ5, KIAA1009, KIF13A, LATS1, LRRC16A, MDN1, ME1, MYO6, NDUFAF4, NUP153, PHIP, PTPRK, RPS12, RSPH4A, SHPRH, SOD2, SRSF12, SYNE1, TCP1, TMEM30A, TRIM27, TSPYL1, TSPYL4, TTK, ZKSCAN3"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0045652,BP,e,regulation of megakaryocyte differentiation,11/248,11/953,3.14e-07,8,11,6.31e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0032200,BP,e,telomere organization         ,11/248,11/953,3.14e-07,6,11,6.31e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0000723,BP,e,telomere maintenance          ,11/248,11/953,3.14e-07,7,11,6.31e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0045653,BP,e,negative regulation of megakaryocyte differentiation,11/248,11/953,3.14e-07,9,11,6.31e-05,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0045638,BP,e,negative regulation of myeloid cell differentiation,11/248,12/953,2.9e-06,8,11,0.000516,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0034080,BP,e,CENP-A containing chromatin assembly,11/248,13/953,1.45e-05,7,11,0.00232,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0031055,BP,e,chromatin remodeling at centromere,11/248,13/953,1.45e-05,6,11,0.00232,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0048017,BP,e,inositol lipid-mediated signaling,12/248,15/953,1.63e-05,6,12,0.00248,"FYN, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0048015,BP,e,phosphatidylinositol-mediated signaling,12/248,15/953,1.63e-05,7,12,0.00248,"FYN, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0006259,BP,e,DNA metabolic process         ,23/248,41/953,3.12e-05,6,23,0.00452,"ASF1A, EHMT2, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, KATNA1, KDM1B, MCM3, MCM9, NT5E, ORC3, REV3L, SHPRH, TDP2, TRMT11"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0051276,BP,e,chromosome organization       ,13/248,18/953,4.53e-05,5,13,0.00642,"EHMT2, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, LATS1"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0045637,BP,e,regulation of myeloid cell differentiation,13/248,20/953,0.000242,7,13,0.0322,"HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HSPA1A, HSPA1B"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0044815,CC,e,DNA packaging complex         ,55/248,57/953,5.21e-32,2,55,1.08e-28,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4, SHPRH"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0032993,CC,e,protein-DNA complex           ,55/248,57/953,5.21e-32,2,55,1.08e-28,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4, SHPRH"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0000786,CC,e,nucleosome                    ,55/248,57/953,5.21e-32,3,55,1.08e-28,"HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, IRF4, SHPRH"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0005634,CC,e,nucleus                       ,125/248,312/953,1.48e-11,5,125,4.87e-09,"ABT1, AKIRIN2, ANKRD6, ASF1A, BACH2, DST, DUSP22, EEF1A1, EEF1E1-BLOC1S5, EHMT2, FGD2, FYN, GMNN, HDAC2, HEY2, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIVEP1, HMGN3, HMGN4, HSF2, HSPA1A, HSPA1B, IBTK, ICK, IRF4, KATNA1, KDM1B, KIAA1009, KPNA5, LRRC16A, LSM2, MARCKS, MCM3, MCM9, MDN1, MYO6, NCOA7, NFKBIL1, NHLRC1, NQO2, PAK1IP1, PHF3, PHIP, PIM1, PNLDC1, PNRC1, PPIL4, PSMB9, REV3L, RIPPLY2, RNGTT, RPF2, RRAGD, RSPH4A, SENP6, SESN1, SH3BGRL2, SHPRH, SOX4, SUMO4, SYNCRIP, SYNE1, TAP2, TBP, TCP1, TDP2, TRIM27, TSPYL1, TSPYL4, UFL1, WTAP, ZC3H12D, ZKSCAN3, ZKSCAN4, ZKSCAN8, ZNF165, ZNF184, ZNF292, ZNF322, ZNF451, ZSCAN12, ZSCAN16, ZSCAN31"
Randomized blood cell pcHi-C,bases deg 15 (log link count) vs Links w/ 1+ tissue,chr6,GO:0032991,CC,e,protein-containing complex    ,103/248,245/953,1.42e-10,1,103,4.43e-08,"ABT1, AKIRIN2, ATP6V1G2, ATP6V1G2-DDX39B, BCKDHB, BLOC1S5, BLOC1S5-TXNDC5, COL10A1, COL12A1, COL19A1, E2F3, EEF1A1, FBXO9, GCLC, GOPC, GTF3C6, HDAC2, HEY2, HFE, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HLA-DOB, HLA-DQA2, HLA-DQB2, HSPA1A, HSPA1B, HSPA1L, IRF4, KCNQ5, KIF13A, LSM2, MAP3K7, MCM3, MCM9, MYO6, NUP153, ORC3, PSMB1, PSMB8, PSMB9, REV3L, RPS12, RSPH4A, SHPRH, STX7, SYNCRIP, SYNE1, TAP1, TAP2, TBP, TCP1, TCTE3"
