DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0016043,BP,e,cellular component organization,99/516,109/672,6.22e-05,3,99,0.00541,"ACIN1, ACTN1, AJUBA, AK7, AKT1, ALKBH1, ANG, ARF6, ARHGAP5, ATG14, ATL1, ATP6V1D, ATXN3, BAZ1A, BCL11B, CCDC176, CCDC88C, CCNB1IP1, CDC42BPB, CDH24, CFL2, CHD8, CLMN, CMA1, DAAM1, DACT1, DHRS4, DICER1, DNAAF2, DPF3, DYNC1H1, EVL, FBLN5, FERMT2, FOXA1, GCH1, GEMIN2, GOLGA5, GPR65, GZMB, HAUS4, HSP90AA1, HSPA2, IFT43, INF2, ISCA2, KIAA0586, KLC1, LGALS3, MIS18BP1, MLH3, MMP14, MNAT1, MOAP1, MPP5, MTA1, MYH6, NEK9, NEMF, NIN, NKX2-1, NKX2-8, NUBPL, NUMB, OTX2, OXA1L, PLEK2, POLE2, PRKD1, PRMT5, PSEN1, REC8, RIPK3, RPS29, RPS6KA5, SEC23A, SERPINA5, SIPA1L1, SIVA1, SLC7A7, SMOC1, SOS2, SPTB, SRP54, SRSF5, SUPT16H, SYNE2, TDRD9, TEP1, TGFB3, TGM1, TIMM9, TINF2, TMED10, TTC8, VTI1B, YY1, ZBTB1, ZFHX2"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0019219,BP,e,regulation of nucleobase-containing compound metabolic process,92/516,101/672,0.000104,5,92,0.0087,"ACIN1, AJUBA, AKT1, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf39, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DPF3, EAPP, EGLN3, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GSC, GTF2A1, HIF1A, HOMEZ, IL25, INSM2, IRF9, JDP2, MAP3K9, MMP14, MNAT1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NKX2-1, NKX2-8, NRL, OTX2, PABPN1, PAX9, PNN, PPM1A, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA6, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SUPT16H, TBPL2, TGFB3, TINF2, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0046907,BP,e,intracellular transport       ,36/516,36/672,0.000126,4,36,0.0102,"AKAP5, AKAP6, AP1G2, AP5M1, ARF6, CHMP4A, CPSF2, EVL, HIF1A, HSP90AA1, IFT43, IPO4, KLC1, LTBP2, NEMF, NPC2, PABPN1, PSEN1, RAB15, RAB2B, RP11-1012A1.4, RP11-73M18.2, RPS29, SEC23A, SNW1, SNX6, SRP54, SRSF5, STON2, SYNE2, TIMM9, TMED10, TMX1, TOMM20L, VIPAS39, VTI1B"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0032501,BP,e,multicellular organismal process,90/516,99/672,0.000156,1,90,0.0124,"ACTN1, ADAM21, AKT1, ALKBH1, AMN, ARG2, ATXN3, BATF, BCL11B, BDKRB1, BDKRB2, C14orf39, CALM1, CCNB1IP1, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CMA1, COCH, DICER1, DLK1, EDDM3A, ESRRB, FBLN5, FNTB, FOS, FOXA1, FOXG1, FUT8, GCH1, GNG2, GPR65, GPX2, GSC, HIF1A, HSP90AA1, IRF9, ITPK1, JAG2, JPH4, KIF26A, KLC1, LGMN, LTB4R, MDGA2, MMP14, MYH6, MYH7, NFATC4, NKX2-1, NRL, OTX2, PABPN1, PAX9, PGF, PNP, PRKCH, PROX2, PSEN1, PTGDR, RABGGTA, RAD51B, RCOR1, RDH12, RPGRIP1, RTL1, SERPINA1, SERPINA10, SERPINA3, SIX1, SIX6, SLC24A4, SLC7A7, SLC7A8, SSTR1, TBPL2, TCL1A, TDRD9, TGFB3, TGM1, TIMM9, TSHR, TSSK4, TTC8, UNC79, VSX2, YY1, ZFHX2"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0044249,BP,e,cellular biosynthetic process ,91/516,100/672,0.00016,3,91,0.0124,"ADCY4, ADSSL1, AJUBA, AK7, AKT1, ANG, ARG2, ATP5S, ATXN3, BATF, BAZ1A, BRF1, BRMS1L, CCNK, CEBPE, CHD8, CHURC1, COQ6, CPSF2, CYP46A1, DEGS2, DIO2, DPF3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FOS, FOXG1, FOXN3, GCH1, GMPR2, GNPNAT1, GSTZ1, GTF2A1, HIF1A, HOMEZ, INSM2, IRF9, JDP2, LIN52, MAP3K9, METTL17, MNAT1, MRPL52, MTHFD1, NFATC4, NKX2-8, NRL, PABPN1, PAPOLA, PAX9, PIGH, PLD4, PNN, PNP, PPM1A, PRKD1, PRMT5, PROX2, RPL10L, RPL36AL, RPS29, RPS6KA5, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SPTLC2, SPTSSA, SRP54, SRSF5, SUPT16H, TBPL2, TRIP11, TTLL5, VIPAS39, VSX2, WARS, YLPM1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0051252,BP,e,regulation of RNA metabolic process,91/516,100/672,0.00016,6,91,0.0124,"ACIN1, AJUBA, AKT1, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf39, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DPF3, EAPP, EGLN3, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GSC, GTF2A1, HIF1A, HOMEZ, IL25, INSM2, IRF9, JDP2, MAP3K9, MMP14, MNAT1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NKX2-1, NKX2-8, NRL, OTX2, PABPN1, PAX9, PNN, PPM1A, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA6, RALGAPA1, RBM25, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SUPT16H, TBPL2, TGFB3, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0048856,BP,e,anatomical structure development,85/516,93/672,0.000172,2,85,0.0131,"AK7, AKT1, ALKBH1, AMN, ANG, ARF6, ARG2, ARHGAP5, ATXN3, BCL11B, C14orf39, CCDC85C, CCNB1IP1, CCNK, CDKL1, CHD8, CHURC1, CHURC1-FNTB, CMA1, CPNE6, CRIP1, CRIP2, CYP46A1, DAD1, DICER1, DLK1, DPF3, EDDM3B, EIF2B2, ESR2, ESRRB, EVL, FNTB, FOS, FOXA1, FOXG1, FUT8, G2E3, GMFB, GNPNAT1, GPR65, GSC, HIF1A, HSPA2, IL25, JAG2, KIF26A, LGALS3, MMP14, MNAT1, MYH6, MYH7, NDRG2, NFATC4, NKX2-1, NKX2-8, NRL, NUMB, OTX2, PAX9, PGF, PNMA1, PPP2R3C, PROX2, PSEN1, REC8, RIPK3, RPGRIP1, RTL1, SALL2, SIX1, SIX4, SMOC1, SPTB, SSTR1, TBPL2, TCL1A, TDRD9, TGFB3, TMED10, TRIP11, TSSK4, TTC8, VSX2, ZBTB1"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0044260,BP,e,cellular macromolecule metabolic process,67/516,72/672,0.000193,4,67,0.0142,"AKT1, ALKBH1, ASB2, ATXN3, BATF, BAZ1A, BCL11B, CALM1, CINP, DIO2, EIF2B2, EIF2S1, EIF5, FANCM, FOS, FUT8, HECTD1, HIF1A, JKAMP, LGMN, METTL17, METTL3, MLH3, MNAT1, MRPL52, NEDD8, NYNRIN, PARP2, POLE2, PPP1R3E, PPP2R5C, PRMT5, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME2, PYGL, RAD51B, REC8, RNASE2, RNASE3, RNASE6, RPL10L, RPL36AL, RPS29, RPS6KA5, SETD3, SRP54, SUPT16H, TDP1, TDRD9, TEP1, TINF2, TMX1, TRIM9, TRIP11, TTC5, VCPKMT, VRTN, WARS, XRCC3, YY1, ZFP36L1, ZFYVE26"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:2001141,BP,e,regulation of RNA biosynthetic process,88/516,97/672,0.000234,7,88,0.0162,"AJUBA, AKT1, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf39, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DPF3, EAPP, EGLN3, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GSC, GTF2A1, HIF1A, HOMEZ, IL25, INSM2, IRF9, JDP2, MAP3K9, MMP14, MNAT1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NKX2-1, NKX2-8, NRL, OTX2, PAX9, PNN, PPM1A, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA6, RALGAPA1, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SUPT16H, TBPL2, TGFB3, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:1903506,BP,e,regulation of nucleic acid-templated transcription,88/516,97/672,0.000234,8,88,0.0162,"AJUBA, AKT1, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf39, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DPF3, EAPP, EGLN3, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GSC, GTF2A1, HIF1A, HOMEZ, IL25, INSM2, IRF9, JDP2, MAP3K9, MMP14, MNAT1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NKX2-1, NKX2-8, NRL, OTX2, PAX9, PNN, PPM1A, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA6, RALGAPA1, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SUPT16H, TBPL2, TGFB3, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0006355,BP,e,regulation of DNA-templated transcription,88/516,97/672,0.000234,9,88,0.0162,"AJUBA, AKT1, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf39, CCNK, CEBPE, CHD8, CHURC1, CHURC1-FNTB, DACT1, DICER1, DPF3, EAPP, EGLN3, ELMSAN1, ESR2, ESRRB, FNTB, FOS, FOXA1, FOXG1, FOXN3, GSC, GTF2A1, HIF1A, HOMEZ, IL25, INSM2, IRF9, JDP2, MAP3K9, MMP14, MNAT1, MTA1, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NKX2-1, NKX2-8, NRL, OTX2, PAX9, PNN, PPM1A, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA6, RALGAPA1, RCOR1, RIPK3, RNF31, RPS6KA5, SALL2, SETD3, SIVA1, SIX1, SIX4, SIX6, SLIRP, SNAPC1, SNW1, SNX6, SUPT16H, TBPL2, TGFB3, TMX1, TRAF3, TSSK4, TTC5, VIPAS39, VSX2, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0051649,BP,e,establishment of localization in cell,42/516,43/672,0.000241,3,42,0.0165,"ACTN1, AKAP5, AKAP6, AP1G2, AP5M1, ARF6, CALM1, CHMP4A, CPSF2, EVL, HIF1A, HSP90AA1, IFT43, IPO4, KLC1, LTBP2, NEMF, NPC2, PABPN1, PRIMA1, PSEN1, RAB15, RAB2B, RP11-1012A1.4, RP11-73M18.2, RPS29, SEC23A, SERPINA1, SNW1, SNX6, SRP54, SRSF5, STON2, SYNE2, TGFB3, TIMM9, TMED10, TMX1, TOMM20L, TRIM9, VIPAS39, VTI1B"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0051716,BP,e,cellular response to stimulus ,61/516,65/672,0.000286,2,61,0.0191,"ADCY4, ADSSL1, AKAP6, AKT1, ALKBH1, ATXN3, BATF, BCL2L2, BCL2L2-PABPN1, CALM1, CCNK, CEBPE, CIDEB, CINP, CMA1, CRIP1, DHRS2, EGLN3, EIF2B2, EIF2S1, ERO1L, FANCM, FNTB, FOS, FOXN3, GNG2, HIF1A, JKAMP, MBIP, MLH3, MNAT1, NFATC4, NFKBIA, PARP2, PCK2, PGF, POLE2, PPP2R5C, PRKD1, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME2, PTGDR, PTGER2, RAD51B, REC8, RPS6KA5, SEL1L, SNW1, SSTR1, SUPT16H, TDP1, TTC5, XRCC3, YY1, ZFYVE26"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0009059,BP,e,macromolecule biosynthetic process,71/516,77/672,0.00029,4,71,0.0191,"AJUBA, AKT1, ANG, ATXN3, BATF, BAZ1A, BRF1, BRMS1L, CCNK, CEBPE, CHD8, CHURC1, CPSF2, DIO2, DPF3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ESR2, ESRRB, FOS, FOXG1, FOXN3, GTF2A1, HIF1A, HOMEZ, INSM2, IRF9, JDP2, LIN52, MAP3K9, METTL17, MNAT1, MRPL52, NFATC4, NKX2-8, NRL, PABPN1, PAPOLA, PAX9, PNN, PPM1A, PRMT5, PROX2, RPL10L, RPL36AL, RPS29, RPS6KA5, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SRP54, SRSF5, SUPT16H, TBPL2, TRIP11, TTLL5, VIPAS39, VSX2, WARS, YLPM1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:1901564,BP,e,organonitrogen compound metabolic process,123/516,140/672,0.000305,3,123,0.0197,"ABCD4, ABHD12B, ACOT1, ACOT2, ACOT4, ADAM21, ADCY4, ADSSL1, AKT1, ALDH6A1, AMN, ARG2, ASB2, ASPG, ATP5S, ATXN3, CCNB1IP1, CDC42BPB, CDKL1, CHURC1-FNTB, CMA1, DAD1, DCAF11, DCAF4, DCAF5, DEGS2, DIO2, DIO3, DLST, DTD2, EGLN3, EIF2B2, EIF2S1, EIF5, ENTPD5, ERO1L, EXOC5, FBXO33, FKBP3, FNTB, FUT8, G2E3, GALC, GALNT16, GCH1, GMFB, GMPR2, GNPNAT1, GSTZ1, GZMB, HECTD1, HIF1A, JAG2, JKAMP, L2HGDH, LGMN, LRR1, MAP3K9, MAP4K5, MARK3, MBIP, METTL17, MGAT2, MMP14, MOK, MRPL52, MTHFD1, NEDD8, NEDD8-MDP1, NEK9, OTUB2, PELI2, PIGH, PNP, POMT2, PPM1A, PPP2R5C, PRKCH, PRKD1, PRMT5, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME2, PTGDR, PTPN21, RABGGTA, RCOR1, RIPK3, RNF31, RP11-176H8.1, RP11-47I22.4, RPL10L, RPL36AL, RPS29, RPS6KA5, RPS6KL1, SEC23A, SETD3, SLC25A21, SLC7A7, SLC7A8, SMEK1, SPTB, SPTLC2, SPTSSA, SRP54, STYX, TGM1, THTPA, TIMM9, TMED10, TRIM9, TRIP11, TSSK4, TTLL5, VCPKMT, WARS, ZDHHC22"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0009056,BP,e,catabolic process             ,48/516,50/672,0.000343,2,48,0.0219,"ABHD4, ACOT4, AKT1, ALDH6A1, ASB2, ASPG, ATG14, ATG2B, ATXN3, CALM1, CYP46A1, DDHD1, DIO2, DIO3, DLST, DTD2, ENTPD5, FUT8, GALC, GSTZ1, HECTD1, JKAMP, LGMN, MMP14, NEDD8, PLD4, PNP, PPP2R5C, PRIMA1, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME2, PYGL, RNASE2, RNASE3, RNASE6, RP11-176H8.1, RPS29, SLC25A21, TECPR2, TM9SF1, TRIM9, ZFP36L1"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0019438,BP,e,aromatic compound biosynthetic process,68/516,74/672,0.000662,4,68,0.0386,"ADCY4, ADSSL1, AJUBA, AK7, ANG, ATP5S, ATXN3, BATF, BAZ1A, BRF1, BRMS1L, CCNK, CEBPE, CHD8, CHURC1, CPSF2, DPF3, ELMSAN1, ESR2, ESRRB, FOS, FOXG1, FOXN3, GCH1, GMPR2, GNPNAT1, GTF2A1, HIF1A, HOMEZ, INSM2, IRF9, JDP2, LIN52, MAP3K9, MNAT1, MTHFD1, NFATC4, NKX2-8, NRL, PABPN1, PAPOLA, PAX9, PNN, PNP, PPM1A, PRMT5, PROX2, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SRSF5, SUPT16H, TBPL2, TRIP11, TTLL5, VIPAS39, VSX2, YLPM1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZNF219, ZNF410"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0051641,BP,e,cellular localization         ,57/516,61/672,0.000672,2,57,0.0387,"AJUBA, AKAP5, AKAP6, AMN, AP1G2, AP5M1, ARF6, ATP6V1D, CHMP4A, CPSF2, EVL, EXOC5, FBLN5, FERMT2, FRMD6, HIF1A, HSP90AA1, IFT43, IPO4, KLC1, KTN1, LTBP2, MLH3, MPP5, NEDD8, NEDD8-MDP1, NEMF, NPC2, OXA1L, PABPN1, PACS2, PSEN1, RAB15, RAB2B, REM2, RP11-1012A1.4, RP11-73M18.2, RPS29, SEC23A, SIX1, SNW1, SNX6, SRP54, SRSF5, STON2, SYNE2, TIMM9, TINF2, TM9SF1, TMED10, TMX1, TOMM20L, TRIP11, TTC8, VIPAS39, VTI1B, ZDHHC22"
Tissue pcHi-C,DegSupport 16 (log link count) vs Links w/ 2+ tissue,chr14,GO:0005575,CC,e,cellular_component            ,467/516,525/672,6.1e-40,0,467,2.92e-36,"ABCD4, ACIN1, ACOT1, ACOT2, ACOT4, ACOT6, ACTN1, ACTR10, ADAM21, ADCY4, ADSSL1, AHNAK2, AHSA1, AJUBA, AK7, AKAP5, AKAP6, AKT1, ALDH6A1, ALKBH1, AMN, ANG, AP1G2, AP5M1, APOPT1, ARF6, ARG2, ARHGAP5, ARHGEF40, ASB2, ATG14, ATG2B, ATL1, ATP5S, ATP6V1D, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, BEGAIN, BRF1, BRMS1L, BTBD6, BTBD7, C14orf1, C14orf119, C14orf132, C14orf144, C14orf159, C14orf180, C14orf2, C14orf37, C14orf39, C14orf93, CALM1, CBLN3, CCDC176, CCDC85C, CCNB1IP1, CCNK, CDC42BPB, CDCA4, CDH24, CDKL1, CEBPE, CEP128, CEP170B, CFL2, CGRRF1, CHD8, CHGA, CHMP4A, CHURC1-FNTB, CIDEB, CINP, CLEC14A, CLMN, CMA1, CMTM5, CNIH1, COCH, COQ6, COX16, COX8C, CPNE6, CPSF2, CRIP1, CRIP2, CYP46A1, DAAM1, DACT1, DAD1, DCAF11, DCAF4, DCAF5, DDHD1, DDX24, DEGS2, DHRS1, DHRS2, DHRS4, DHRS4L2, DICER1, DIO2, DIO3, DLGAP5, DLK1, DLST, DNAAF2, DPF3, DTD2, DYNC1H1, EAPP, EDDM3A, EDDM3B, EFS, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, EMC9, EML1, EML5, ENTPD5, ERO1L, ESR2, ESRRB, EVL, EXOC3L4, EXOC5, FANCM, FBLN5, FERMT2, FKBP3, FLVCR2, FNTB, FOS, FOXA1, FOXG1, FOXN3, FRMD6, FUT8, G2E3, GALC, GALNT16, GCH1, GEMIN2, GMFB, GMPR2, GNG2, GNPNAT1, GOLGA5, GPR132, GPR135, GPR137C, GPR65, GPR68, GPX2, GSC, GSKIP, GSTZ1, GTF2A1, GZMB, HAUS4, HECTD1, HHIPL1, HIF1A, HNRNPC, HOMEZ, HSP90AA1, HSPA2, IFI27L1, IFI27L2, IFT43, IL25, INF2, INSM2, IPO4, IRF2BPL, IRF9, ISCA2, ISM2, ITPK1, JAG2, JDP2, JKAMP, JPH4, KCNK10, KCNK13, KHNYN, KIAA0247, KIAA0391, KIAA0586, KIF26A, KLC1, KLHDC1, KLHDC2, KTN1, L2HGDH, LGALS3, LGMN, LIN52, LRP10, LRRC16B, LTB4R, LTB4R2, LTBP2, MAP3K9, MAP4K5, MARK3, MBIP, MDGA2, METTL17, METTL3, MGAT2, MIA2, MIS18BP1, MLH3, MMP14, MNAT1, MOAP1, MOK, MPP5, MRPL52, MTA1, MTHFD1, MYH6, MYH7, NDRG2, NDUFB1, NEDD8, NEDD8-MDP1, NEK9, NEMF, NFATC4, NFKBIA, NGB, NGDN, NID2, NIN, NKX2-1, NKX2-8, NOP9, NPC2, NRDE2, NRL, NUBPL, NUDT14, NUMB, NYNRIN, OR10G2, OR10G3, OR11G2, OR11H6, OR4K1, OR4K17, OR4K2, OR4L1, OR4M1, OR4N2, OR4N5, OR4Q3, OR5AU1, OR6J1, OR6S1, OSGEP, OTUB2, OTX2, OXA1L, PABPN1, PACS2, PAPLN, PAPOLA, PARP2, PAX9, PCK2, PCNX, PCNXL4, PELI2, PGF, PIGH, PLD4, PLEK2, PLEKHH1, PNMA1, PNN, PNP, POLE2, POMT2, PPM1A, PPP1R13B, PPP2R3C, PPP2R5C, PRIMA1, PRKCH, PRKD1, PRMT5, PROX2, PRPF39, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME2, PTGDR, PTGER2, PTGR2, PTPN21, PYGL, RAB15, RAB2B, RAD51B, RALGAPA1, RBM23, RBM25, RCOR1, RDH11, RDH12, REC8, REM2, RGS6, RIN3, RIPK3, RNASE1, RNASE10, RNASE11, RNASE13, RNASE2, RNASE3, RNASE4, RNASE6, RNASE7, RNASE8, RNASE9, RNF31, RP11-1012A1.4, RP11-176H8.1, RP11-468E2.2, RP11-468E2.4, RP11-73M18.2, RPGRIP1, RPL10L, RPL36AL, RPS29, RPS6KA5, RPS6KL1, RTL1, RTN1, SALL2, SAMD4A, SEC23A, SEL1L, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA9, SETD3, SIPA1L1, SIVA1, SIX1, SIX4, SIX6, SLC10A1, SLC22A17, SLC24A4, SLC25A21, SLC25A29, SLC25A47, SLC35F4, SLC38A6, SLC39A2, SLC39A9, SLC7A7, SLC7A8, SLIRP, SMEK1, SMOC1, SNAPC1, SNW1, SNX6, SOS2, SPTB, SPTLC2, SPTSSA, SRP54, SRSF5, SSTR1, STON2, STXBP6, STYX, SUPT16H, SYNDIG1L, SYNE2, TBPL2, TC2N, TCL1A, TDP1, TDRD9, TEP1, TEX22, TGFB3, TGM1, THTPA, TIMM9, TINF2, TM9SF1, TMED10, TMED8, TMEM121, TMEM179, TMEM229B, TMEM251, TMEM253, TMEM260, TMEM30B, TMEM55B, TMEM63C, TMX1, TNFAIP2, TOMM20L, TOX4, TPPP2, TRAF3, TRAPPC6B, TRIM9, TRIP11, TRMT5, TSHR, TTC5, TTC8, TTLL5, TXNDC16, UNC79, VASH1, VCPKMT, VIPAS39, VSX2, VTI1B, WARS, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZC3H14, ZDHHC22, ZFHX2, ZFP36L1, ZFYVE1, ZFYVE21, ZFYVE26, ZNF219, ZNF410"
